,Leblanc_1920=rp141,Leblanc_1909=rp037
nette,4.319001446865485e-05,6.19569089698115e-05
nettement,9.71775325544734e-05,7.744613621226437e-05
neuf,9.71775325544734e-05,9.293536345471724e-05
nez,3.239251085149114e-05,3.097845448490575e-05
ni,0.0004966851663895307,0.00027880609036415175
niais,1.0797503617163712e-05,0.0
nice,1.0797503617163712e-05,3.097845448490575e-05
niche,1.0797503617163712e-05,1.5489227242452876e-05
nickel,1.0797503617163712e-05,0.0
nigaud,1.0797503617163712e-05,0.0
niveau,3.239251085149114e-05,7.744613621226437e-05
nobiliaire,1.0797503617163712e-05,0.0
noble,4.319001446865485e-05,0.0
noblesse,3.239251085149114e-05,0.0
nocturne,1.0797503617163712e-05,1.5489227242452876e-05
noir,8.63800289373097e-05,6.19569089698115e-05
noircies,1.0797503617163712e-05,0.0
noire,6.478502170298228e-05,4.646768172735862e-05
noires,0.00014036754702312826,0.0
noirs,7.558252532014598e-05,1.5489227242452876e-05
nom,0.0006910402314984776,0.0006660367714254736
nombre,0.00010797503617163712,9.293536345471724e-05
nombres,1.0797503617163712e-05,0.0
nombreuses,1.0797503617163712e-05,0.0
nombreux,2.1595007234327425e-05,1.5489227242452876e-05
nommait,1.0797503617163712e-05,0.0
nomme,2.1595007234327425e-05,0.0
nommé,5.398751808581856e-05,3.097845448490575e-05
noms,5.398751808581856e-05,4.646768172735862e-05
non,0.0019003606366208132,0.001734793451154722
nord,5.398751808581856e-05,6.19569089698115e-05
normale,1.0797503617163712e-05,0.0
nos,0.00024834258319476535,0.00015489227242452874
nostradamus,1.0797503617163712e-05,0.0
notait,1.0797503617163712e-05,0.0
note,2.1595007234327425e-05,0.00015489227242452874
notes,1.0797503617163712e-05,1.5489227242452876e-05
notons,2.1595007234327425e-05,0.0
notre,0.0003347226121320751,0.0003562522265764161
notée,2.1595007234327425e-05,0.0
noua,1.0797503617163712e-05,1.5489227242452876e-05
nouer,1.0797503617163712e-05,0.0
noueux,1.0797503617163712e-05,1.5489227242452876e-05
nourrir,1.0797503617163712e-05,0.0
nourriture,2.1595007234327425e-05,0.0
nous,0.003973481331116246,0.003066866994005669
nouveau,0.00042110264106938477,0.00038723068106132183
nouveaux,1.0797503617163712e-05,3.097845448490575e-05
nouvel,6.478502170298228e-05,4.646768172735862e-05
nouvelle,7.558252532014598e-05,0.00013940304518207587
nouvellement,1.0797503617163712e-05,0.0
nouvelles,5.398751808581856e-05,4.646768172735862e-05
noués,2.1595007234327425e-05,0.0
noyé,1.0797503617163712e-05,0.0
nu,3.239251085149114e-05,1.5489227242452876e-05
nuage,1.0797503617163712e-05,0.0
nuages,6.478502170298228e-05,3.097845448490575e-05
nue,3.239251085149114e-05,4.646768172735862e-05
nuit,0.00041030513745222107,0.0005111444990009449
nuits,4.319001446865485e-05,6.19569089698115e-05
nul,7.558252532014598e-05,7.744613621226437e-05
nulle,4.319001446865485e-05,1.5489227242452876e-05
nullement,1.0797503617163712e-05,4.646768172735862e-05
numéro,0.00012957004340596455,0.00010842459069717012
numéros,2.1595007234327425e-05,1.5489227242452876e-05
nuque,1.0797503617163712e-05,1.5489227242452876e-05
nus,3.239251085149114e-05,3.097845448490575e-05
nutritif,1.0797503617163712e-05,0.0
nuées,1.0797503617163712e-05,0.0
nègres,1.0797503617163712e-05,0.0
né,3.239251085149114e-05,1.5489227242452876e-05
néanmoins,3.239251085149114e-05,3.097845448490575e-05
néant,1.0797503617163712e-05,3.097845448490575e-05
nécessaire,0.00010797503617163712,3.097845448490575e-05
nécessairement,1.0797503617163712e-05,0.0
nécessaires,5.398751808581856e-05,7.744613621226437e-05
nécessité,2.1595007234327425e-05,1.5489227242452876e-05
nécessités,2.1595007234327425e-05,0.0
négligence,1.0797503617163712e-05,0.0
négligée,1.0797503617163712e-05,0.0
néophyte,1.0797503617163712e-05,1.5489227242452876e-05
nôtre,1.0797503617163712e-05,0.0
nôtres,1.0797503617163712e-05,0.0
nœud,2.1595007234327425e-05,4.646768172735862e-05
nœuds,1.0797503617163712e-05,1.5489227242452876e-05
objecta,0.00010797503617163712,4.646768172735862e-05
objectait,1.0797503617163712e-05,0.0
objection,1.0797503617163712e-05,1.5489227242452876e-05
objet,2.1595007234327425e-05,0.0001703814996669816
obligatoire,1.0797503617163712e-05,1.5489227242452876e-05
obligea,1.0797503617163712e-05,0.0
obligeait,1.0797503617163712e-05,1.5489227242452876e-05
obligeant,3.239251085149114e-05,1.5489227242452876e-05
obliger,1.0797503617163712e-05,0.0
obligez,1.0797503617163712e-05,0.0
obligé,3.239251085149114e-05,4.646768172735862e-05
obscur,1.0797503617163712e-05,0.00010842459069717012
obscure,2.1595007234327425e-05,0.0
obscures,3.239251085149114e-05,1.5489227242452876e-05
obscurité,3.239251085149114e-05,4.646768172735862e-05
obscurs,1.0797503617163712e-05,0.0
obscurément,1.0797503617163712e-05,0.0
observa,7.558252532014598e-05,6.19569089698115e-05
observait,1.0797503617163712e-05,3.097845448490575e-05
observant,1.0797503617163712e-05,0.0
observatoire,1.0797503617163712e-05,1.5489227242452876e-05
observe,1.0797503617163712e-05,0.0
observer,4.319001446865485e-05,0.0
observé,1.0797503617163712e-05,0.0
obsession,1.0797503617163712e-05,0.0
obstacle,0.00014036754702312826,4.646768172735862e-05
obstacles,5.398751808581856e-05,0.0
obstina,1.0797503617163712e-05,1.5489227242452876e-05
obstinez,1.0797503617163712e-05,0.0
obstiné,1.0797503617163712e-05,0.0
obstinément,3.239251085149114e-05,1.5489227242452876e-05
obstruaient,1.0797503617163712e-05,0.0
obstrués,1.0797503617163712e-05,0.0
obsèdent,1.0797503617163712e-05,0.0
obsédait,2.1595007234327425e-05,0.0
obsédante,2.1595007234327425e-05,0.0
obséquieux,1.0797503617163712e-05,0.0
obtenir,2.1595007234327425e-05,6.19569089698115e-05
obéir,4.319001446865485e-05,1.5489227242452876e-05
obéissait,1.0797503617163712e-05,1.5489227242452876e-05
obéissance,1.0797503617163712e-05,0.0
obéissant,1.0797503617163712e-05,0.0
obéissante,1.0797503617163712e-05,0.0
obéissent,1.0797503617163712e-05,1.5489227242452876e-05
obéit,3.239251085149114e-05,3.097845448490575e-05
occasion,5.398751808581856e-05,1.5489227242452876e-05
occasions,1.0797503617163712e-05,1.5489227242452876e-05
occident,1.0797503617163712e-05,0.0
occidentale,2.1595007234327425e-05,1.5489227242452876e-05
occidentales,1.0797503617163712e-05,0.0
occis,3.239251085149114e-05,0.0
occultes,2.1595007234327425e-05,0.0
occupaient,2.1595007234327425e-05,3.097845448490575e-05
occupais,1.0797503617163712e-05,0.0
occupait,2.1595007234327425e-05,4.646768172735862e-05
occupations,2.1595007234327425e-05,0.0
occupe,6.478502170298228e-05,6.19569089698115e-05
occuper,5.398751808581856e-05,9.293536345471724e-05
occupera,1.0797503617163712e-05,0.0
occuperas,1.0797503617163712e-05,0.0
occupez,1.0797503617163712e-05,1.5489227242452876e-05
occupèrent,1.0797503617163712e-05,0.0
occupé,1.0797503617163712e-05,1.5489227242452876e-05
occupée,1.0797503617163712e-05,3.097845448490575e-05
ocre,2.1595007234327425e-05,0.0
océan,4.319001446865485e-05,1.5489227242452876e-05
ode,1.0797503617163712e-05,0.0
odeur,1.0797503617163712e-05,4.646768172735862e-05
offensif,2.1595007234327425e-05,0.0
offensive,1.0797503617163712e-05,4.646768172735862e-05
offert,2.1595007234327425e-05,3.097845448490575e-05
offerte,1.0797503617163712e-05,3.097845448490575e-05
officielle,2.1595007234327425e-05,1.5489227242452876e-05
officier,1.0797503617163712e-05,9.293536345471724e-05
officiers,2.1595007234327425e-05,1.5489227242452876e-05
offraient,2.1595007234327425e-05,3.097845448490575e-05
offrait,7.558252532014598e-05,0.0001703814996669816
offrande,1.0797503617163712e-05,0.0
offrant,2.1595007234327425e-05,0.0
offre,9.71775325544734e-05,3.097845448490575e-05
offres,1.0797503617163712e-05,1.5489227242452876e-05
offrez,1.0797503617163712e-05,0.0
offriez,1.0797503617163712e-05,0.0
offrir,3.239251085149114e-05,4.646768172735862e-05
offrirent,2.1595007234327425e-05,0.0
offrit,1.0797503617163712e-05,7.744613621226437e-05
offusquât,1.0797503617163712e-05,0.0
ogre,1.0797503617163712e-05,0.0
oh,0.0004966851663895307,0.0003097845448490575
ohé,3.239251085149114e-05,0.0
oiseau,1.0797503617163712e-05,0.0
oiseaux,2.1595007234327425e-05,0.0
ombragé,1.0797503617163712e-05,0.0
ombre,0.0001943550651089468,0.00023233840863679312
on,0.004426976483037122,0.005157912671736807
onde,1.0797503617163712e-05,1.5489227242452876e-05
ondulations,1.0797503617163712e-05,0.0
ont,0.0007018377351156413,0.000867396725577361
onze,5.398751808581856e-05,7.744613621226437e-05
opinion,3.239251085149114e-05,0.00010842459069717012
oppose,1.0797503617163712e-05,1.5489227242452876e-05
opposition,2.1595007234327425e-05,0.0
opposé,6.478502170298228e-05,7.744613621226437e-05
opposée,2.1595007234327425e-05,1.5489227242452876e-05
opposés,1.0797503617163712e-05,1.5489227242452876e-05
oppression,1.0797503617163712e-05,1.5489227242452876e-05
oppressée,1.0797503617163712e-05,0.0
opération,1.0797503617163712e-05,0.00010842459069717012
opérations,4.319001446865485e-05,4.646768172735862e-05
opérer,2.1595007234327425e-05,0.0
opérés,1.0797503617163712e-05,0.0
or,0.00041030513745222107,0.0004336983627886805
orage,4.319001446865485e-05,1.5489227242452876e-05
ordinaire,9.71775325544734e-05,4.646768172735862e-05
ordonna,7.558252532014598e-05,1.5489227242452876e-05
ordonne,1.0797503617163712e-05,3.097845448490575e-05
ordonnée,1.0797503617163712e-05,0.0
ordre,0.00015116505064029196,0.000247827635879246
ordres,0.00010797503617163712,3.097845448490575e-05
oreille,0.00021595007234327424,3.097845448490575e-05
oreilles,5.398751808581856e-05,0.0
orgueil,4.319001446865485e-05,0.00010842459069717012
orient,1.0797503617163712e-05,1.5489227242452876e-05
orientale,1.0797503617163712e-05,0.0
orientée,1.0797503617163712e-05,0.0
orifice,3.239251085149114e-05,4.646768172735862e-05
orifices,4.319001446865485e-05,0.0
original,2.1595007234327425e-05,1.5489227242452876e-05
origine,3.239251085149114e-05,1.5489227242452876e-05
ornée,1.0797503617163712e-05,0.0
orphelin,1.0797503617163712e-05,0.0
os,3.239251085149114e-05,0.0
osa,2.1595007234327425e-05,3.097845448490575e-05
osait,4.319001446865485e-05,4.646768172735862e-05
oscillé,1.0797503617163712e-05,0.0
oserais,1.0797503617163712e-05,0.0
oses,2.1595007234327425e-05,0.0
ossements,3.239251085149114e-05,0.0
osseuse,2.1595007234327425e-05,0.0
osseuses,1.0797503617163712e-05,0.0
ostensoirs,1.0797503617163712e-05,0.0
ostentation,1.0797503617163712e-05,0.0
osé,2.1595007234327425e-05,0.0
otto,0.0010581553544820438,0.0
ou,0.0014900554991685922,0.0015334334970028346
oubli,6.478502170298228e-05,1.5489227242452876e-05
oubliais,1.0797503617163712e-05,0.0
oublier,2.1595007234327425e-05,3.097845448490575e-05
oublierai,2.1595007234327425e-05,1.5489227242452876e-05
oubliez,1.0797503617163712e-05,1.5489227242452876e-05
oublions,2.1595007234327425e-05,0.0
oubliât,1.0797503617163712e-05,0.0
oublié,4.319001446865485e-05,1.5489227242452876e-05
oubliée,1.0797503617163712e-05,0.0
oubliés,1.0797503617163712e-05,1.5489227242452876e-05
ouest,1.0797503617163712e-05,4.646768172735862e-05
oui,0.001759993089597685,0.0016108796332150988
ouragan,1.0797503617163712e-05,0.0
oursins,2.1595007234327425e-05,0.0
outil,1.0797503617163712e-05,0.0
outrance,1.0797503617163712e-05,0.0
outre,0.00012957004340596455,0.00013940304518207587
ouvert,5.398751808581856e-05,0.00010842459069717012
ouverte,8.63800289373097e-05,0.00010842459069717012
ouvertement,2.1595007234327425e-05,1.5489227242452876e-05
ouvertes,3.239251085149114e-05,1.5489227242452876e-05
ouverts,4.319001446865485e-05,0.0
ouverture,0.00012957004340596455,4.646768172735862e-05
ouvrage,1.0797503617163712e-05,0.0
ouvraient,2.1595007234327425e-05,3.097845448490575e-05
ouvrait,6.478502170298228e-05,0.00010842459069717012
ouvrant,2.1595007234327425e-05,3.097845448490575e-05
ouvre,0.00010797503617163712,0.000123913817939623
ouvrent,1.0797503617163712e-05,0.0
ouvrez,2.1595007234327425e-05,1.5489227242452876e-05
ouvrir,6.478502170298228e-05,0.0001703814996669816
ouvrira,2.1595007234327425e-05,0.0
ouvriras,1.0797503617163712e-05,0.0
ouvrit,0.00014036754702312826,0.00013940304518207587
ouvrît,2.1595007234327425e-05,0.0
ovale,2.1595007234327425e-05,0.0
oxydes,1.0797503617163712e-05,0.0
où,0.002278273263221543,0.002679636312944347
p,3.239251085149114e-05,3.097845448490575e-05
pacte,1.0797503617163712e-05,0.0
page,0.00014036754702312826,0.00018587072690943448
pages,4.319001446865485e-05,0.0001703814996669816
paierait,1.0797503617163712e-05,0.0
paieras,3.239251085149114e-05,0.0
paille,3.239251085149114e-05,4.646768172735862e-05
paillettes,1.0797503617163712e-05,0.0
pain,1.0797503617163712e-05,0.0
paire,1.0797503617163712e-05,0.0
paires,1.0797503617163712e-05,0.0
paisible,7.558252532014598e-05,3.097845448490575e-05
paisiblement,4.319001446865485e-05,1.5489227242452876e-05
paisibles,1.0797503617163712e-05,0.0
paix,5.398751808581856e-05,0.00020135995415188735
paladin,1.0797503617163712e-05,0.0
palier,2.1595007234327425e-05,0.0
palme,1.0797503617163712e-05,0.0
palmes,1.0797503617163712e-05,0.0
palpitante,1.0797503617163712e-05,0.0
palpiter,1.0797503617163712e-05,1.5489227242452876e-05
pan,0.00014036754702312826,0.00010842459069717012
pancarte,2.1595007234327425e-05,0.0
panier,2.1595007234327425e-05,0.0
panique,1.0797503617163712e-05,0.0
panoplie,1.0797503617163712e-05,3.097845448490575e-05
panser,1.0797503617163712e-05,0.0
pansé,1.0797503617163712e-05,0.0
pantalon,1.0797503617163712e-05,1.5489227242452876e-05
pantelant,1.0797503617163712e-05,1.5489227242452876e-05
pantin,1.0797503617163712e-05,0.0
papa,5.398751808581856e-05,3.097845448490575e-05
papier,0.00016196255425745567,0.00038723068106132183
papiers,3.239251085149114e-05,0.0001703814996669816
paquet,7.558252532014598e-05,3.097845448490575e-05
paquets,7.558252532014598e-05,3.097845448490575e-05
par,0.004988446671129635,0.0052198695807066185
paradis,2.1595007234327425e-05,0.0
parais,2.1595007234327425e-05,0.0
paraissaient,4.319001446865485e-05,0.0
paraissait,5.398751808581856e-05,7.744613621226437e-05
paraissez,1.0797503617163712e-05,0.0
parallèle,1.0797503617163712e-05,3.097845448490575e-05
parallèlement,1.0797503617163712e-05,0.0
paralysait,1.0797503617163712e-05,0.0
paralysées,1.0797503617163712e-05,0.0
paraphe,3.239251085149114e-05,1.5489227242452876e-05
paraît,3.239251085149114e-05,0.00015489227242452874
paraîtrait,1.0797503617163712e-05,0.0
paraître,1.0797503617163712e-05,0.0
parbleu,6.478502170298228e-05,0.00013940304518207587
parc,1.0797503617163712e-05,0.0003562522265764161
parce,0.00023754507957760165,0.0002633168631216989
pardon,6.478502170298228e-05,1.5489227242452876e-05
pardonne,1.0797503617163712e-05,1.5489227242452876e-05
pareil,8.63800289373097e-05,3.097845448490575e-05
pareille,6.478502170298228e-05,6.19569089698115e-05
pareilles,2.1595007234327425e-05,0.0
parent,1.0797503617163712e-05,0.0
parenthèse,1.0797503617163712e-05,0.0
parfait,9.71775325544734e-05,0.000123913817939623
parfaite,2.1595007234327425e-05,0.0
parfaitement,3.239251085149114e-05,7.744613621226437e-05
parfois,5.398751808581856e-05,3.097845448490575e-05
parfums,2.1595007234327425e-05,0.0
paris,8.63800289373097e-05,0.0004336983627886805
parisiens,1.0797503617163712e-05,0.0
parla,1.0797503617163712e-05,1.5489227242452876e-05
parlaient,3.239251085149114e-05,3.097845448490575e-05
parlais,1.0797503617163712e-05,0.0
parlait,0.00010797503617163712,0.0001703814996669816
parlant,3.239251085149114e-05,1.5489227242452876e-05
parle,0.0001943550651089468,7.744613621226437e-05
parlent,2.1595007234327425e-05,0.0
parler,0.0002591400868119291,0.00020135995415188735
parlera,2.1595007234327425e-05,0.0
parlerai,2.1595007234327425e-05,4.646768172735862e-05
parlerait,1.0797503617163712e-05,4.646768172735862e-05
parleras,2.1595007234327425e-05,1.5489227242452876e-05
parlerez,1.0797503617163712e-05,0.0
parlerons,1.0797503617163712e-05,0.0
parles,3.239251085149114e-05,1.5489227242452876e-05
parlez,7.558252532014598e-05,0.00010842459069717012
parloir,1.0797503617163712e-05,1.5489227242452876e-05
parlons,8.63800289373097e-05,4.646768172735862e-05
parlèrent,1.0797503617163712e-05,0.0
parlé,0.00021595007234327424,6.19569089698115e-05
parmi,0.00020515256872611053,0.00027880609036415175
paroi,0.00012957004340596455,4.646768172735862e-05
parois,3.239251085149114e-05,0.0
parole,0.00015116505064029196,7.744613621226437e-05
paroles,0.00024834258319476535,0.00015489227242452874
parquet,1.0797503617163712e-05,9.293536345471724e-05
part,0.00022674757596043794,0.00044918759003113336
partageait,1.0797503617163712e-05,0.0
partager,1.0797503617163712e-05,0.0
partagez,1.0797503617163712e-05,0.0
partagée,1.0797503617163712e-05,1.5489227242452876e-05
partait,1.0797503617163712e-05,3.097845448490575e-05
partant,1.0797503617163712e-05,3.097845448490575e-05
partent,1.0797503617163712e-05,0.0
partez,2.1595007234327425e-05,1.5489227242452876e-05
parti,9.71775325544734e-05,0.00013940304518207587
particularité,1.0797503617163712e-05,1.5489227242452876e-05
particules,1.0797503617163712e-05,0.0
particulier,4.319001446865485e-05,3.097845448490575e-05
particuliers,1.0797503617163712e-05,0.0
particulière,3.239251085149114e-05,0.0
particulières,2.1595007234327425e-05,0.0
partie,0.00032392510851491133,0.00021684918139434025
parties,4.319001446865485e-05,1.5489227242452876e-05
partir,0.0001835575614917831,0.000123913817939623
partira,1.0797503617163712e-05,0.0
partirent,3.239251085149114e-05,0.0
partirions,1.0797503617163712e-05,0.0
partirons,5.398751808581856e-05,0.0
partis,3.239251085149114e-05,1.5489227242452876e-05
partit,5.398751808581856e-05,9.293536345471724e-05
partons,4.319001446865485e-05,0.0
partout,0.00010797503617163712,4.646768172735862e-05
parts,2.1595007234327425e-05,1.5489227242452876e-05
parure,1.0797503617163712e-05,0.0
parut,0.00010797503617163712,0.00013940304518207587
parvenaient,1.0797503617163712e-05,1.5489227242452876e-05
parvenait,4.319001446865485e-05,1.5489227242452876e-05
parvenu,1.0797503617163712e-05,6.19569089698115e-05
parvint,5.398751808581856e-05,4.646768172735862e-05
pas,0.010624743559289093,0.008642988801288705
passa,0.00020515256872611053,0.0002942953176066046
passage,0.00010797503617163712,0.00021684918139434025
passager,2.1595007234327425e-05,0.0
passagers,1.0797503617163712e-05,3.097845448490575e-05
passages,1.0797503617163712e-05,0.0
passagère,1.0797503617163712e-05,0.0
passagères,1.0797503617163712e-05,0.0
passaient,1.0797503617163712e-05,3.097845448490575e-05
passait,8.63800289373097e-05,6.19569089698115e-05
passant,3.239251085149114e-05,4.646768172735862e-05
passe,0.00024834258319476535,0.00010842459069717012
passent,2.1595007234327425e-05,0.0
passer,0.00014036754702312826,0.00027880609036415175
passera,2.1595007234327425e-05,6.19569089698115e-05
passerait,1.0797503617163712e-05,0.0
passerelle,9.71775325544734e-05,1.5489227242452876e-05
passerez,1.0797503617163712e-05,0.0
passeront,1.0797503617163712e-05,0.0
passes,5.398751808581856e-05,0.0
passez,1.0797503617163712e-05,0.0
passionnantes,1.0797503617163712e-05,1.5489227242452876e-05
passionne,1.0797503617163712e-05,1.5489227242452876e-05
passionné,1.0797503617163712e-05,1.5489227242452876e-05
passionnée,3.239251085149114e-05,0.0
passionnément,1.0797503617163712e-05,0.0
passions,2.1595007234327425e-05,0.0
passons,1.0797503617163712e-05,9.293536345471724e-05
passèrent,1.0797503617163712e-05,6.19569089698115e-05
passé,0.0005722676917096767,0.00037174145381886896
passée,1.0797503617163712e-05,1.5489227242452876e-05
passées,1.0797503617163712e-05,3.097845448490575e-05
passés,1.0797503617163712e-05,4.646768172735862e-05
patauge,1.0797503617163712e-05,0.0
patentes,1.0797503617163712e-05,0.0
paternel,1.0797503617163712e-05,0.0
patiemment,1.0797503617163712e-05,1.5489227242452876e-05
patience,5.398751808581856e-05,9.293536345471724e-05
patient,1.0797503617163712e-05,1.5489227242452876e-05
patiente,1.0797503617163712e-05,0.0
patienter,3.239251085149114e-05,0.0
patine,1.0797503617163712e-05,0.0
patrice,0.0003887101302178936,0.0
patron,4.319001446865485e-05,0.000123913817939623
pattes,6.478502170298228e-05,1.5489227242452876e-05
paume,3.239251085149114e-05,0.0
paupières,5.398751808581856e-05,3.097845448490575e-05
pause,3.239251085149114e-05,0.0
pauvre,0.0003131276048977476,0.0001703814996669816
pauvres,3.239251085149114e-05,1.5489227242452876e-05
pavés,1.0797503617163712e-05,0.0
paye,3.239251085149114e-05,1.5489227242452876e-05
pays,0.0001727600578746194,0.00037174145381886896
paysage,1.0797503617163712e-05,1.5489227242452876e-05
paysan,1.0797503617163712e-05,4.646768172735862e-05
paysans,3.239251085149114e-05,6.19569089698115e-05
payé,2.1595007234327425e-05,3.097845448490575e-05
païen,1.0797503617163712e-05,0.0
peau,8.63800289373097e-05,3.097845448490575e-05
pechblende,2.1595007234327425e-05,0.0
peine,0.00023754507957760165,0.00020135995415188735
peines,1.0797503617163712e-05,0.0
pelouse,9.71775325544734e-05,7.744613621226437e-05
pelouses,1.0797503617163712e-05,1.5489227242452876e-05
pencha,0.00016196255425745567,0.00018587072690943448
penchant,1.0797503617163712e-05,3.097845448490575e-05
penche,1.0797503617163712e-05,1.5489227242452876e-05
pencher,1.0797503617163712e-05,1.5489227242452876e-05
penchée,3.239251085149114e-05,1.5489227242452876e-05
pendaison,1.0797503617163712e-05,0.0
pendait,5.398751808581856e-05,0.0
pendant,0.0001727600578746194,0.0002942953176066046
pendeloques,1.0797503617163712e-05,0.0
pendre,2.1595007234327425e-05,0.0
pendues,1.0797503617163712e-05,0.0
pendule,2.1595007234327425e-05,1.5489227242452876e-05
penmarch,1.0797503617163712e-05,0.0
pensa,0.00010797503617163712,0.000123913817939623
pensaient,1.0797503617163712e-05,0.0
pensait,0.00010797503617163712,1.5489227242452876e-05
pensant,2.1595007234327425e-05,0.0
pense,7.558252532014598e-05,4.646768172735862e-05
penser,0.00010797503617163712,3.097845448490575e-05
penses,1.0797503617163712e-05,0.0
pensez,7.558252532014598e-05,9.293536345471724e-05
pensiez,1.0797503617163712e-05,1.5489227242452876e-05
pensé,5.398751808581856e-05,3.097845448490575e-05
pensée,0.00012957004340596455,7.744613621226437e-05
pensées,5.398751808581856e-05,0.0
pente,8.63800289373097e-05,6.19569089698115e-05
pentes,1.0797503617163712e-05,3.097845448490575e-05
perce,1.0797503617163712e-05,1.5489227242452876e-05
perceptible,1.0797503617163712e-05,0.0
percer,1.0797503617163712e-05,0.0
percevait,1.0797503617163712e-05,3.097845448490575e-05
percevoir,3.239251085149114e-05,1.5489227242452876e-05
perchais,1.0797503617163712e-05,0.0
perches,1.0797503617163712e-05,0.0
perchoir,1.0797503617163712e-05,0.0
perchée,1.0797503617163712e-05,0.0
percée,1.0797503617163712e-05,4.646768172735862e-05
percés,1.0797503617163712e-05,0.0
perd,2.1595007234327425e-05,1.5489227242452876e-05
perdait,2.1595007234327425e-05,4.646768172735862e-05
perde,2.1595007234327425e-05,0.0
perdit,7.558252532014598e-05,3.097845448490575e-05
perdons,1.0797503617163712e-05,3.097845448490575e-05
perdras,1.0797503617163712e-05,0.0
perdre,9.71775325544734e-05,3.097845448490575e-05
perds,3.239251085149114e-05,3.097845448490575e-05
perdu,0.0001835575614917831,0.0001703814996669816
perdue,4.319001446865485e-05,0.0
perdues,1.0797503617163712e-05,1.5489227242452876e-05
perdus,2.1595007234327425e-05,1.5489227242452876e-05
perenna,0.0001835575614917831,0.0
perinde,1.0797503617163712e-05,0.0
permets,2.1595007234327425e-05,0.0
permettait,3.239251085149114e-05,1.5489227242452876e-05
permettent,1.0797503617163712e-05,1.5489227242452876e-05
permettrait,1.0797503617163712e-05,1.5489227242452876e-05
permis,3.239251085149114e-05,3.097845448490575e-05
permission,1.0797503617163712e-05,3.097845448490575e-05
permit,4.319001446865485e-05,0.0
permît,2.1595007234327425e-05,0.0
perpétuait,1.0797503617163712e-05,0.0
perron,2.1595007234327425e-05,1.5489227242452876e-05
persistait,2.1595007234327425e-05,0.0
persistance,1.0797503617163712e-05,0.0
persisté,2.1595007234327425e-05,0.0
personnage,9.71775325544734e-05,6.19569089698115e-05
personnages,2.1595007234327425e-05,6.19569089698115e-05
personnalité,3.239251085149114e-05,3.097845448490575e-05
personne,0.0003887101302178936,0.0006505475441830207
personnellement,1.0797503617163712e-05,4.646768172735862e-05
personnes,5.398751808581856e-05,7.744613621226437e-05
perspective,2.1595007234327425e-05,0.0
persuadé,1.0797503617163712e-05,3.097845448490575e-05
persuadée,1.0797503617163712e-05,0.0
persécutaient,2.1595007234327425e-05,0.0
persécutait,2.1595007234327425e-05,0.0
persécute,1.0797503617163712e-05,0.0
persécuter,1.0797503617163712e-05,0.0
persécuteurs,1.0797503617163712e-05,0.0
persécutez,1.0797503617163712e-05,0.0
persécutés,1.0797503617163712e-05,0.0
perte,4.319001446865485e-05,4.646768172735862e-05
perverse,1.0797503617163712e-05,0.0
perçait,3.239251085149114e-05,1.5489227242452876e-05
perçu,1.0797503617163712e-05,0.0
perçut,4.319001446865485e-05,1.5489227242452876e-05
pesait,3.239251085149114e-05,1.5489227242452876e-05
pesante,1.0797503617163712e-05,0.0
peser,1.0797503617163712e-05,1.5489227242452876e-05
pesé,1.0797503617163712e-05,0.0
petit,0.0007882177640529509,0.0009293536345471725
petite,0.0003455201157492388,0.0008828859528198139
petites,6.478502170298228e-05,0.000123913817939623
petits,9.71775325544734e-05,0.000123913817939623
peu,0.0015116505064029196,0.0011771812704264185
peuplades,2.1595007234327425e-05,0.0
peupler,1.0797503617163712e-05,0.0
peur,0.0005722676917096767,0.0002633168631216989
peurs,1.0797503617163712e-05,0.0
peut,0.0014036754702312826,0.0011307135886990598
peuvent,5.398751808581856e-05,0.00013940304518207587
peux,0.00012957004340596455,9.293536345471724e-05
phare,2.1595007234327425e-05,1.5489227242452876e-05
phase,2.1595007234327425e-05,0.0
philtres,1.0797503617163712e-05,0.0
phlox,1.0797503617163712e-05,0.0
photographie,4.319001446865485e-05,0.00010842459069717012
phrase,3.239251085149114e-05,0.00015489227242452874
phrases,7.558252532014598e-05,4.646768172735862e-05
phraseur,1.0797503617163712e-05,0.0
physicien,1.0797503617163712e-05,0.0
physiologique,1.0797503617163712e-05,0.0
physionomie,1.0797503617163712e-05,4.646768172735862e-05
physique,4.319001446865485e-05,0.0
physiques,2.1595007234327425e-05,0.0
phénomène,2.1595007234327425e-05,4.646768172735862e-05
phénomènes,2.1595007234327425e-05,0.0
pic,5.398751808581856e-05,1.5489227242452876e-05
pied,0.0002591400868119291,0.00021684918139434025
pieds,0.00014036754702312826,9.293536345471724e-05
pierre,0.001759993089597685,0.00027880609036415175
pierres,0.0002915325976634202,0.00013940304518207587
pierreux,1.0797503617163712e-05,0.0
pilier,1.0797503617163712e-05,0.0
piliers,2.1595007234327425e-05,3.097845448490575e-05
piller,2.1595007234327425e-05,0.0
pilon,1.0797503617163712e-05,0.0
pilote,1.0797503617163712e-05,0.0
pincer,1.0797503617163712e-05,3.097845448490575e-05
pins,1.0797503617163712e-05,0.0
pioche,1.0797503617163712e-05,6.19569089698115e-05
pique,1.0797503617163712e-05,0.0
piquer,1.0797503617163712e-05,0.0
piquée,1.0797503617163712e-05,0.0
pire,1.0797503617163712e-05,0.0
pires,1.0797503617163712e-05,3.097845448490575e-05
pirouette,2.1595007234327425e-05,0.0
