,Leblanc_1920=rp141,Leblanc_1909=rp037
apprêtent,1.0797503617163712e-05,0.0
appuie,2.1595007234327425e-05,0.0
appuya,3.239251085149114e-05,4.646768172735862e-05
appuyait,4.319001446865485e-05,1.5489227242452876e-05
appuyer,1.0797503617163712e-05,0.0
appuyé,1.0797503617163712e-05,3.097845448490575e-05
appuyée,3.239251085149114e-05,0.0
appuyées,1.0797503617163712e-05,0.0
appuyés,1.0797503617163712e-05,0.0
appétit,1.0797503617163712e-05,0.0
après,0.0011337378798021898,0.0016108796332150988
aquarelles,1.0797503617163712e-05,0.0
arabes,1.0797503617163712e-05,1.5489227242452876e-05
arbre,0.0003779126266007299,6.19569089698115e-05
arbres,0.0001835575614917831,0.00015489227242452874
arbuste,2.1595007234327425e-05,3.097845448490575e-05
arbustes,1.0797503617163712e-05,3.097845448490575e-05
arc,2.1595007234327425e-05,7.744613621226437e-05
arcachon,1.0797503617163712e-05,0.0
archange,1.0797503617163712e-05,0.0
archaïque,1.0797503617163712e-05,0.0
arche,1.0797503617163712e-05,3.097845448490575e-05
archidruide,2.1595007234327425e-05,0.0
archignat,0.00032392510851491133,0.0
architecture,1.0797503617163712e-05,0.0
arcs,1.0797503617163712e-05,3.097845448490575e-05
ardente,1.0797503617163712e-05,4.646768172735862e-05
ardeur,4.319001446865485e-05,3.097845448490575e-05
argent,0.00010797503617163712,9.293536345471724e-05
argentait,1.0797503617163712e-05,0.0
argentée,1.0797503617163712e-05,0.0
argot,1.0797503617163712e-05,0.0
argument,1.0797503617163712e-05,0.0
arguments,1.0797503617163712e-05,1.5489227242452876e-05
ariane,1.0797503617163712e-05,0.0
armateur,1.0797503617163712e-05,0.0
arme,0.00011877253978880082,9.293536345471724e-05
armes,5.398751808581856e-05,6.19569089698115e-05
armoise,1.0797503617163712e-05,0.0
armorique,1.0797503617163712e-05,0.0
armées,1.0797503617163712e-05,1.5489227242452876e-05
arquées,1.0797503617163712e-05,0.0
arracha,2.1595007234327425e-05,4.646768172735862e-05
arrachait,1.0797503617163712e-05,0.0
arrachant,1.0797503617163712e-05,0.0
arracher,2.1595007234327425e-05,9.293536345471724e-05
arrachera,1.0797503617163712e-05,0.0
arrachez,1.0797503617163712e-05,0.0
arraché,2.1595007234327425e-05,0.000123913817939623
arrachée,3.239251085149114e-05,1.5489227242452876e-05
arrange,3.239251085149114e-05,0.0
arrangera,2.1595007234327425e-05,0.0
arrangée,1.0797503617163712e-05,0.0
arriva,0.00010797503617163712,3.097845448490575e-05
arrivaient,1.0797503617163712e-05,7.744613621226437e-05
arrivais,1.0797503617163712e-05,1.5489227242452876e-05
arrivait,6.478502170298228e-05,0.000123913817939623
arrivant,1.0797503617163712e-05,4.646768172735862e-05
arrive,9.71775325544734e-05,0.00020135995415188735
arriver,0.00010797503617163712,0.000123913817939623
arrivera,1.0797503617163712e-05,0.0
arriverai,1.0797503617163712e-05,3.097845448490575e-05
arriverait,3.239251085149114e-05,6.19569089698115e-05
arrives,3.239251085149114e-05,0.0
arrivons,3.239251085149114e-05,0.0
arrivèrent,3.239251085149114e-05,4.646768172735862e-05
arrivé,9.71775325544734e-05,4.646768172735862e-05
arrivée,4.319001446865485e-05,0.0001703814996669816
arrivées,1.0797503617163712e-05,0.0
arrière,0.00015116505064029196,0.00010842459069717012
arrondie,2.1595007234327425e-05,0.0
arrondissait,1.0797503617163712e-05,0.0
arrosée,1.0797503617163712e-05,0.0
arrêt,2.1595007234327425e-05,3.097845448490575e-05
arrêta,0.0001943550651089468,0.000247827635879246
arrêtait,5.398751808581856e-05,3.097845448490575e-05
arrête,2.1595007234327425e-05,1.5489227242452876e-05
arrêter,7.558252532014598e-05,1.5489227242452876e-05
arrêterait,1.0797503617163712e-05,0.0
arrêtez,1.0797503617163712e-05,0.0
arrêtèrent,2.1595007234327425e-05,0.0
arrêté,5.398751808581856e-05,9.293536345471724e-05
arrêtée,1.0797503617163712e-05,1.5489227242452876e-05
arrêtées,2.1595007234327425e-05,0.0
arsène,3.239251085149114e-05,0.0010222889980018898
art,1.0797503617163712e-05,0.00010842459069717012
articula,0.00010797503617163712,0.0
articulaires,1.0797503617163712e-05,0.0
articulait,1.0797503617163712e-05,0.0
articuler,1.0797503617163712e-05,0.0
artifice,2.1595007234327425e-05,0.0
artiste,1.0797503617163712e-05,1.5489227242452876e-05
artistique,1.0797503617163712e-05,1.5489227242452876e-05
arène,2.1595007234327425e-05,0.0
as,0.0010149653400133888,0.000495655271758492
asile,1.0797503617163712e-05,0.00010842459069717012
aspect,5.398751808581856e-05,0.000123913817939623
aspects,1.0797503617163712e-05,0.0
aspérités,1.0797503617163712e-05,0.0
assaille,1.0797503617163712e-05,0.0
assailli,1.0797503617163712e-05,0.0
assaillie,2.1595007234327425e-05,0.0
assaillit,1.0797503617163712e-05,0.0
assassin,0.0001727600578746194,3.097845448490575e-05
assassinat,1.0797503617163712e-05,4.646768172735862e-05
assassiner,3.239251085149114e-05,0.0
assassins,1.0797503617163712e-05,1.5489227242452876e-05
assassiné,5.398751808581856e-05,4.646768172735862e-05
assassinés,2.1595007234327425e-05,0.0
assaut,2.1595007234327425e-05,4.646768172735862e-05
assauts,1.0797503617163712e-05,0.0
asseoir,3.239251085149114e-05,6.19569089698115e-05
asseyant,1.0797503617163712e-05,0.0
asseyez,1.0797503617163712e-05,0.0
assez,0.000561470188092513,0.0004027199083037747
assiette,1.0797503617163712e-05,0.0
assimilables,1.0797503617163712e-05,0.0
assirent,1.0797503617163712e-05,0.0
assis,5.398751808581856e-05,3.097845448490575e-05
assise,5.398751808581856e-05,1.5489227242452876e-05
assista,1.0797503617163712e-05,0.0
assistait,2.1595007234327425e-05,3.097845448490575e-05
assistance,1.0797503617163712e-05,0.0
assiste,2.1595007234327425e-05,1.5489227242452876e-05
assister,3.239251085149114e-05,1.5489227242452876e-05
assisté,1.0797503617163712e-05,9.293536345471724e-05
assit,4.319001446865485e-05,4.646768172735862e-05
assiégée,1.0797503617163712e-05,0.0
associer,1.0797503617163712e-05,0.0
assoit,1.0797503617163712e-05,0.0
assombrir,1.0797503617163712e-05,0.0
assombrirent,1.0797503617163712e-05,0.0
assombrissant,1.0797503617163712e-05,0.0
assomme,1.0797503617163712e-05,0.0
assommer,1.0797503617163712e-05,0.0
assommée,1.0797503617163712e-05,0.0
assoupie,2.1595007234327425e-05,0.0
assoupir,1.0797503617163712e-05,0.0
assoupit,1.0797503617163712e-05,0.0
assouvi,1.0797503617163712e-05,0.0
assujettie,1.0797503617163712e-05,0.0
assurance,1.0797503617163712e-05,7.744613621226437e-05
assure,2.1595007234327425e-05,3.097845448490575e-05
assurer,2.1595007234327425e-05,3.097845448490575e-05
assuré,1.0797503617163712e-05,0.0
assurée,1.0797503617163712e-05,1.5489227242452876e-05
assurément,1.0797503617163712e-05,0.0
astres,2.1595007234327425e-05,0.0
ataviques,1.0797503617163712e-05,0.0
atelier,2.1595007234327425e-05,3.097845448490575e-05
athlétique,1.0797503617163712e-05,0.0
atmosphère,2.1595007234327425e-05,0.0
atomes,1.0797503617163712e-05,0.0
atout,1.0797503617163712e-05,0.0
atouts,1.0797503617163712e-05,0.0
atroce,3.239251085149114e-05,0.0
atrocement,1.0797503617163712e-05,0.0
atroces,5.398751808581856e-05,1.5489227242452876e-05
attachaient,1.0797503617163712e-05,0.0
attachait,1.0797503617163712e-05,1.5489227242452876e-05
attacher,3.239251085149114e-05,3.097845448490575e-05
attacherai,1.0797503617163712e-05,0.0
attacherez,1.0797503617163712e-05,0.0
attaches,1.0797503617163712e-05,0.0
attachèrent,1.0797503617163712e-05,1.5489227242452876e-05
attaché,9.71775325544734e-05,6.19569089698115e-05
attachée,6.478502170298228e-05,3.097845448490575e-05
attachées,1.0797503617163712e-05,0.0
attaquaient,1.0797503617163712e-05,0.0
attaque,9.71775325544734e-05,0.000123913817939623
attaquent,1.0797503617163712e-05,0.0
attaquer,3.239251085149114e-05,3.097845448490575e-05
attaques,4.319001446865485e-05,0.0
attaqué,1.0797503617163712e-05,1.5489227242452876e-05
attaqués,2.1595007234327425e-05,0.0
attarda,1.0797503617163712e-05,0.0
attardé,1.0797503617163712e-05,0.0
atteignait,2.1595007234327425e-05,6.19569089698115e-05
atteignant,1.0797503617163712e-05,0.0
atteignent,1.0797503617163712e-05,0.0
atteignirent,2.1595007234327425e-05,0.0
atteignit,6.478502170298228e-05,1.5489227242452876e-05
atteindra,1.0797503617163712e-05,0.0
atteindraient,1.0797503617163712e-05,0.0
atteindre,0.00010797503617163712,6.19569089698115e-05
atteins,1.0797503617163712e-05,0.0
atteint,6.478502170298228e-05,3.097845448490575e-05
atteinte,2.1595007234327425e-05,0.0
atteintes,1.0797503617163712e-05,0.0
atteints,2.1595007234327425e-05,0.0
attend,6.478502170298228e-05,4.646768172735862e-05
attendaient,4.319001446865485e-05,3.097845448490575e-05
attendais,7.558252532014598e-05,1.5489227242452876e-05
attendait,0.00010797503617163712,0.00021684918139434025
attendant,2.1595007234327425e-05,3.097845448490575e-05
attendent,2.1595007234327425e-05,0.0
attendez,1.0797503617163712e-05,4.646768172735862e-05
attendit,5.398751808581856e-05,7.744613621226437e-05
attendons,3.239251085149114e-05,0.0
attendre,0.00020515256872611053,0.00013940304518207587
attends,6.478502170298228e-05,3.097845448490575e-05
attendu,6.478502170298228e-05,1.5489227242452876e-05
attendue,1.0797503617163712e-05,0.0
attente,3.239251085149114e-05,1.5489227242452876e-05
attentif,1.0797503617163712e-05,3.097845448490575e-05
attention,0.00020515256872611053,0.00015489227242452874
attentive,3.239251085149114e-05,0.0
atterris,1.0797503617163712e-05,0.0
atterrissage,1.0797503617163712e-05,1.5489227242452876e-05
atterrée,1.0797503617163712e-05,0.0
atteste,1.0797503617163712e-05,0.0
attestèrent,1.0797503617163712e-05,0.0
attila,2.1595007234327425e-05,0.0
attira,6.478502170298228e-05,3.097845448490575e-05
attiraient,1.0797503617163712e-05,1.5489227242452876e-05
attirait,2.1595007234327425e-05,0.0
attirer,2.1595007234327425e-05,4.646768172735862e-05
attirée,1.0797503617163712e-05,0.0
attirés,1.0797503617163712e-05,0.0
attitude,7.558252532014598e-05,6.19569089698115e-05
attitudes,2.1595007234327425e-05,0.0
attribuer,2.1595007234327425e-05,0.0
attribuez,1.0797503617163712e-05,0.0
atténuations,1.0797503617163712e-05,0.0
atténue,1.0797503617163712e-05,0.0
atténuerait,1.0797503617163712e-05,0.0
au,0.005863044464119896,0.005854927897647186
aube,2.1595007234327425e-05,4.646768172735862e-05
auberge,3.239251085149114e-05,0.0003097845448490575
aubergiste,1.0797503617163712e-05,0.0
aucun,0.0003671151229835662,0.00038723068106132183
aucune,0.0004750901591552033,0.00037174145381886896
audace,4.319001446865485e-05,6.19569089698115e-05
audaces,1.0797503617163712e-05,0.0
audacieuses,1.0797503617163712e-05,0.0
audierne,1.0797503617163712e-05,0.0
auditeurs,2.1595007234327425e-05,0.0
auditoire,1.0797503617163712e-05,0.0
augmentaient,1.0797503617163712e-05,0.0
augmentait,1.0797503617163712e-05,0.0
augmenter,1.0797503617163712e-05,0.0
augustin,1.0797503617163712e-05,0.0
aujourd,0.0001943550651089468,0.00018587072690943448
auparavant,6.478502170298228e-05,0.00013940304518207587
auprès,0.00014036754702312826,0.00023233840863679312
auquel,6.478502170298228e-05,0.00018587072690943448
aura,0.00024834258319476535,0.00010842459069717012
aurai,5.398751808581856e-05,0.000123913817939623
auraient,8.63800289373097e-05,4.646768172735862e-05
aurais,0.00015116505064029196,0.00010842459069717012
aurait,0.0002915325976634202,0.0003407629993339632
auras,2.1595007234327425e-05,3.097845448490575e-05
aurez,1.0797503617163712e-05,4.646768172735862e-05
auriez,4.319001446865485e-05,4.646768172735862e-05
aurions,1.0797503617163712e-05,0.0
aurons,6.478502170298228e-05,3.097845448490575e-05
auront,3.239251085149114e-05,4.646768172735862e-05
aurore,2.1595007234327425e-05,0.0
aussi,0.0009609778219275704,0.000867396725577361
aussitôt,0.0004966851663895307,0.0004027199083037747
autant,0.00032392510851491133,0.00018587072690943448
autel,3.239251085149114e-05,9.293536345471724e-05
authenticité,1.0797503617163712e-05,1.5489227242452876e-05
authentique,1.0797503617163712e-05,7.744613621226437e-05
authentiques,1.0797503617163712e-05,1.5489227242452876e-05
automate,1.0797503617163712e-05,0.0
automatique,1.0797503617163712e-05,0.0
automobile,4.319001446865485e-05,0.00038723068106132183
autoriserez,1.0797503617163712e-05,0.0
autorité,4.319001446865485e-05,3.097845448490575e-05
autorités,1.0797503617163712e-05,0.0
autour,0.0004750901591552033,0.0003407629993339632
autre,0.0016304230461917206,0.001734793451154722
autrefois,0.0002699375904290928,0.0
autrement,1.0797503617163712e-05,3.097845448490575e-05
autres,0.000712635238732805,0.0006815259986679264
aux,0.0016736130606603754,0.0014404981335481174
auxquelles,2.1595007234327425e-05,1.5489227242452876e-05
auxquels,3.239251085149114e-05,7.744613621226437e-05
avaient,0.0007018377351156413,0.0005111444990009449
avais,0.0003023301012805839,0.00038723068106132183
avait,0.004675319066231887,0.004724214308948127
avala,3.239251085149114e-05,1.5489227242452876e-05
avale,1.0797503617163712e-05,0.0
avalent,1.0797503617163712e-05,0.0
avaler,2.1595007234327425e-05,0.0
avalé,1.0797503617163712e-05,0.0
avance,0.00016196255425745567,7.744613621226437e-05
avancer,1.0797503617163712e-05,0.0
avancèrent,2.1595007234327425e-05,1.5489227242452876e-05
avancé,3.239251085149114e-05,3.097845448490575e-05
avancés,1.0797503617163712e-05,0.0
avant,0.0006154577061783315,0.000619569089698115
avantage,1.0797503617163712e-05,4.646768172735862e-05
avantages,1.0797503617163712e-05,1.5489227242452876e-05
avantageusement,1.0797503617163712e-05,0.0
avança,8.63800289373097e-05,0.000123913817939623
avançait,2.1595007234327425e-05,1.5489227242452876e-05
avançant,1.0797503617163712e-05,0.0
avançons,1.0797503617163712e-05,0.0
avare,1.0797503617163712e-05,0.0
avarice,1.0797503617163712e-05,0.0
avec,0.0030556935236573306,0.0028964854943386875
avenir,0.00010797503617163712,6.19569089698115e-05
aventure,0.0003347226121320751,0.00020135995415188735
aventurer,1.0797503617163712e-05,0.0
aventures,2.1595007234327425e-05,7.744613621226437e-05
aventurier,1.0797503617163712e-05,0.00013940304518207587
aventuriers,1.0797503617163712e-05,0.0
avenue,2.1595007234327425e-05,0.0
avenues,1.0797503617163712e-05,0.0
averti,5.398751808581856e-05,4.646768172735862e-05
averties,1.0797503617163712e-05,0.0
avertir,3.239251085149114e-05,3.097845448490575e-05
avertissement,3.239251085149114e-05,3.097845448490575e-05
aveugla,1.0797503617163712e-05,0.0
aveuglante,1.0797503617163712e-05,0.0
aveugle,3.239251085149114e-05,3.097845448490575e-05
aveuglent,1.0797503617163712e-05,0.0
aveuglément,1.0797503617163712e-05,1.5489227242452876e-05
aveuglés,1.0797503617163712e-05,0.0
aveux,1.0797503617163712e-05,3.097845448490575e-05
avez,0.0009285853110760792,0.0008209290438500023
avide,3.239251085149114e-05,1.5489227242452876e-05
avidement,2.1595007234327425e-05,0.0
avides,2.1595007234327425e-05,0.0
aviez,9.71775325544734e-05,7.744613621226437e-05
avilissante,1.0797503617163712e-05,0.0
avions,2.1595007234327425e-05,0.0
avirons,2.1595007234327425e-05,0.0
avis,8.63800289373097e-05,0.00015489227242452874
avisa,5.398751808581856e-05,3.097845448490575e-05
avisait,1.0797503617163712e-05,0.0
aviser,1.0797503617163712e-05,0.0
avisé,2.1595007234327425e-05,0.0
avoir,0.0005398751808581856,0.0005421229534858506
avons,0.00041030513745222107,0.0003097845448490575
avoua,2.1595007234327425e-05,3.097845448490575e-05
avoue,0.00011877253978880082,0.000123913817939623
avouer,5.398751808581856e-05,0.0
avouerai,2.1595007234327425e-05,1.5489227242452876e-05
avoues,1.0797503617163712e-05,1.5489227242452876e-05
avouez,1.0797503617163712e-05,0.0
avoué,2.1595007234327425e-05,0.0
avril,1.0797503617163712e-05,7.744613621226437e-05
axe,1.0797503617163712e-05,0.0
ayant,0.00032392510851491133,0.00023233840863679312
ayez,3.239251085149114e-05,7.744613621226437e-05
ayons,2.1595007234327425e-05,1.5489227242452876e-05
aînée,1.0797503617163712e-05,0.0
bachot,1.0797503617163712e-05,0.0
bague,0.00012957004340596455,0.0
baguette,2.1595007234327425e-05,0.0
bah,2.1595007234327425e-05,0.00013940304518207587
baie,4.319001446865485e-05,0.0
baisa,2.1595007234327425e-05,0.0
baiser,2.1595007234327425e-05,0.0
baisers,2.1595007234327425e-05,0.0
baissa,8.63800289373097e-05,7.744613621226437e-05
baissait,1.0797503617163712e-05,0.0
baissant,1.0797503617163712e-05,1.5489227242452876e-05
baisse,2.1595007234327425e-05,1.5489227242452876e-05
baisser,1.0797503617163712e-05,3.097845448490575e-05
baissée,1.0797503617163712e-05,1.5489227242452876e-05
balancier,1.0797503617163712e-05,0.0
balancèrent,1.0797503617163712e-05,0.0
balançait,2.1595007234327425e-05,0.0
balbutia,0.00016196255425745567,0.00013940304518207587
balbutiait,5.398751808581856e-05,1.5489227242452876e-05
balbutiant,1.0797503617163712e-05,1.5489227242452876e-05
balcon,9.71775325544734e-05,0.000123913817939623
baliverne,1.0797503617163712e-05,0.0
balivernes,1.0797503617163712e-05,0.0
ballants,1.0797503617163712e-05,0.0
balle,2.1595007234327425e-05,6.19569089698115e-05
balles,0.00011877253978880082,3.097845448490575e-05
ballottés,1.0797503617163712e-05,0.0
baluchon,1.0797503617163712e-05,0.0
bambou,1.0797503617163712e-05,0.0
banal,1.0797503617163712e-05,1.5489227242452876e-05
banalité,1.0797503617163712e-05,0.0
banc,7.558252532014598e-05,1.5489227242452876e-05
bandait,1.0797503617163712e-05,0.0
bande,7.558252532014598e-05,0.00020135995415188735
bandeau,1.0797503617163712e-05,3.097845448490575e-05
bandeaux,2.1595007234327425e-05,0.0
bandit,0.00015116505064029196,1.5489227242452876e-05
bandoulière,1.0797503617163712e-05,0.0
barbare,3.239251085149114e-05,0.0
barbares,0.00010797503617163712,3.097845448490575e-05
barbarie,1.0797503617163712e-05,0.0
barbe,0.00011877253978880082,0.00015489227242452874
barbet,1.0797503617163712e-05,0.0
bardes,1.0797503617163712e-05,0.0
barillet,1.0797503617163712e-05,0.0
baroque,1.0797503617163712e-05,0.0
barque,0.0002807350940462565,1.5489227242452876e-05
barques,0.0003023301012805839,0.000123913817939623
barrait,1.0797503617163712e-05,1.5489227242452876e-05
barre,2.1595007234327425e-05,6.19569089698115e-05
barreau,2.1595007234327425e-05,0.0
barreaux,6.478502170298228e-05,0.0
barrer,2.1595007234327425e-05,1.5489227242452876e-05
barres,1.0797503617163712e-05,0.0
barricadé,1.0797503617163712e-05,0.0
barricadée,1.0797503617163712e-05,0.0
barrière,2.1595007234327425e-05,6.19569089698115e-05
barré,2.1595007234327425e-05,0.0
bas,0.0005290776772410219,0.0007744613621226437
basané,1.0797503617163712e-05,0.0
basculé,1.0797503617163712e-05,0.0
base,2.1595007234327425e-05,0.00010842459069717012
basse,0.0001727600578746194,0.00021684918139434025
bat,1.0797503617163712e-05,0.0
bataille,3.239251085149114e-05,7.744613621226437e-05
batailles,2.1595007234327425e-05,0.0
bateau,3.239251085149114e-05,7.744613621226437e-05
bateaux,4.319001446865485e-05,0.0
battage,1.0797503617163712e-05,0.0
battaient,3.239251085149114e-05,0.0
battait,7.558252532014598e-05,1.5489227242452876e-05
battant,6.478502170298228e-05,1.5489227242452876e-05
